,Age,Attrition,DistanceFromHome,Education,EmployeeID,EmployeeCount,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
3255,26,1,15,2,3256,1,0,2,26130,6.0,19,1,6.0,2,4,1,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3256,34,0,14,4,3257,1,0,2,61460,2.0,12,0,10.0,3,4,1,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3257,54,0,18,4,3258,1,1,2,49630,9.0,15,1,9.0,2,5,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3258,27,0,13,2,3259,1,1,4,195370,0.0,12,0,5.0,5,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3259,37,0,2,4,3260,1,0,2,61720,0.0,11,0,6.0,1,5,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3260,38,0,2,4,3261,1,1,2,23680,6.0,11,1,17.0,3,15,4,12,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3261,34,0,2,3,3262,1,0,1,103120,1.0,12,0,6.0,2,6,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3262,35,0,5,4,3263,1,0,3,16750,1.0,16,0,3.0,6,3,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3263,30,0,20,3,3264,1,0,1,25230,3.0,13,1,7.0,2,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3264,40,0,10,4,3265,1,0,2,65670,1.0,13,1,8.0,3,8,3,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3265,34,0,10,3,3266,1,0,3,47390,5.0,24,2,6.0,2,3,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3266,42,0,9,4,3267,1,0,1,92080,1.0,15,1,24.0,2,24,14,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3267,23,1,2,3,3268,1,1,4,45590,1.0,18,1,1.0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
3268,24,0,1,5,3269,1,1,1,81890,1.0,14,1,1.0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3269,52,0,29,3,3270,1,0,2,29420,8.0,11,1,9.0,1,5,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3270,50,0,8,4,3271,1,0,2,49410,5.0,11,1,30.0,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3271,29,1,2,4,3272,1,1,4,106500,1.0,13,2,1.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3272,33,0,3,4,3273,1,0,4,59020,0.0,12,1,14.0,2,13,3,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3273,33,1,23,5,3274,1,0,1,86390,5.0,16,2,6.0,3,3,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3274,47,0,6,4,3275,1,0,2,63470,1.0,14,0,26.0,2,26,3,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
3275,36,0,6,3,3276,1,1,2,42000,0.0,22,0,10.0,3,9,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3276,29,0,10,3,3277,1,0,1,34520,1.0,11,0,10.0,3,10,0,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3277,58,1,24,3,3278,1,1,2,43170,7.0,17,0,40.0,2,31,13,8,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3278,35,0,10,4,3279,1,1,1,26320,3.0,13,3,7.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3279,42,0,15,1,3280,1,0,2,46680,9.0,18,2,8.0,2,4,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3280,28,1,19,4,3281,1,1,2,32040,6.0,16,1,5.0,4,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3281,36,0,2,3,3282,1,0,2,27200,4.0,14,1,8.0,3,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3282,32,0,3,1,3283,1,0,2,171810,1.0,14,0,14.0,2,14,6,8,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3283,40,0,9,3,3284,1,0,3,22380,6.0,14,0,10.0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3284,30,0,7,3,3285,1,0,2,14830,5.0,13,0,12.0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3285,45,0,10,4,3286,1,0,1,56050,1.0,12,2,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3286,42,0,20,2,3287,1,0,2,72950,1.0,15,0,10.0,3,9,7,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3287,38,0,4,3,3288,1,0,2,23060,2.0,19,1,13.0,5,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3288,34,0,7,4,3289,1,0,3,23480,1.0,14,1,6.0,3,5,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3289,49,1,7,2,3290,1,1,2,89980,1.0,14,2,9.0,2,9,7,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3290,55,1,16,3,3291,1,0,4,43190,4.0,11,0,12.0,3,9,7,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3291,43,0,25,2,3292,1,0,2,61320,6.0,13,0,22.0,3,4,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3292,27,0,2,4,3293,1,0,2,33460,1.0,21,1,9.0,2,9,0,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
3293,35,0,1,3,3294,1,0,1,108550,3.0,13,1,17.0,2,8,1,6,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
3294,28,0,1,2,3295,1,1,1,22310,1.0,12,0,8.0,3,8,7,5,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3295,34,0,2,5,3296,1,0,4,23230,0.0,17,0,4.0,2,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3296,26,1,22,4,3297,1,1,1,20240,1.0,23,0,8.0,2,8,1,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3297,27,0,1,3,3298,1,1,1,27130,1.0,11,0,0.0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3298,51,0,16,3,3299,1,0,3,94390,2.0,15,3,29.0,0,20,4,17,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3299,44,0,24,5,3300,1,1,1,25660,9.0,11,1,10.0,3,5,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3300,25,0,17,3,3301,1,0,1,199260,7.0,11,3,6.0,5,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3301,33,0,8,4,3302,1,0,3,24510,1.0,13,1,9.0,3,9,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3302,35,0,6,4,3303,1,1,2,94190,1.0,24,1,6.0,5,6,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3303,36,0,10,4,3304,1,0,3,86860,1.0,13,0,18.0,2,18,4,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3304,32,0,3,4,3305,1,1,4,30380,2.0,20,0,8.0,3,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3305,30,0,4,5,3306,1,0,5,30580,9.0,14,1,10.0,2,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
3306,53,0,6,3,3307,1,0,4,23250,7.0,18,1,35.0,1,5,0,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3307,45,0,1,5,3308,1,0,2,20880,4.0,15,3,18.0,2,5,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3308,32,0,10,3,3309,1,1,1,30720,5.0,12,0,9.0,4,5,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3309,52,0,1,1,3310,1,0,2,50060,3.0,16,1,31.0,2,9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3310,37,0,24,2,3311,1,1,4,42570,4.0,15,0,9.0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3311,28,0,21,4,3312,1,1,1,25000,1.0,16,2,6.0,3,5,0,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3312,22,0,2,2,3313,1,0,1,11020,6.0,19,0,4.0,3,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3313,44,0,22,3,3314,1,1,1,104530,2.0,11,1,10.0,2,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3314,42,0,13,4,3315,1,1,2,22880,5.0,16,1,8.0,4,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
3315,36,0,14,3,3316,1,0,2,39290,0.0,24,0,6.0,6,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3316,25,0,11,3,3317,1,1,1,23110,1.0,11,1,5.0,2,5,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3317,35,0,9,2,3318,1,1,1,31400,1.0,13,1,17.0,2,17,5,15,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3318,35,1,8,2,3319,1,1,1,36900,1.0,13,1,10.0,2,10,7,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3319,32,0,21,3,3320,1,0,1,44500,0.0,13,0,4.0,3,3,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3320,25,0,5,3,3321,1,1,4,27560,1.0,12,2,5.0,2,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3321,49,0,9,3,3322,1,1,2,190330,2.0,18,1,7.0,5,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3322,24,0,2,5,3323,1,0,2,187220,0.0,22,1,6.0,3,5,3,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3323,32,0,12,5,3324,1,0,1,95470,1.0,13,1,10.0,3,10,5,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3324,38,0,22,2,3325,1,0,1,137340,0.0,13,0,3.0,3,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3325,42,0,18,1,3326,1,1,2,199990,2.0,23,1,17.0,6,5,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3326,31,0,16,3,3327,1,1,3,22790,3.0,12,1,8.0,3,6,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3327,29,1,3,3,3328,1,0,3,59160,6.0,12,0,5.0,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3328,53,0,9,3,3329,1,0,1,20890,5.0,16,0,28.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3329,35,0,1,3,3330,1,0,3,167920,3.0,12,1,16.0,3,13,4,8,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3330,37,0,13,4,3331,1,1,3,35640,5.0,11,0,10.0,1,5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3331,53,0,1,1,3332,1,0,1,44250,6.0,22,1,33.0,2,12,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3332,43,0,1,3,3333,1,0,1,52650,4.0,11,1,12.0,4,5,2,2,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3333,47,0,15,4,3334,1,1,3,65530,0.0,15,0,8.0,2,7,7,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
3334,37,0,1,5,3335,1,1,2,62610,1.0,12,0,10.0,1,10,0,9,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3335,50,0,17,3,3336,1,1,1,42980,1.0,20,1,31.0,6,31,14,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
3336,39,0,1,3,3337,1,1,3,68040,8.0,14,1,13.0,3,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3337,33,0,7,3,3338,1,0,2,38150,3.0,11,1,7.0,3,4,0,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3338,32,1,9,1,3339,1,1,1,27410,1.0,15,1,1.0,5,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3339,29,0,5,4,3340,1,1,4,66730,6.0,12,1,8.0,2,4,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3340,44,0,26,2,3341,1,0,2,76390,1.0,14,0,8.0,6,8,7,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3341,28,0,24,5,3342,1,1,1,23280,1.0,11,2,4.0,3,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3342,58,1,9,2,3343,1,0,1,21530,9.0,11,0,3.0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3343,43,0,7,4,3344,1,0,2,48760,4.0,16,2,4.0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3344,20,1,11,3,3345,1,0,2,93960,1.0,12,0,2.0,6,2,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3345,21,1,1,3,3346,1,0,2,104000,1.0,13,1,1.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3346,36,0,26,4,3347,1,0,1,84740,0.0,14,0,17.0,3,16,4,11,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3347,47,0,2,3,3348,1,0,2,99810,1.0,21,1,3.0,3,3,1,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3348,22,1,15,4,3349,1,1,1,124900,0.0,13,0,4.0,3,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3349,41,1,23,3,3350,1,1,2,26570,4.0,11,0,10.0,3,7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3350,28,0,10,3,3351,1,1,3,135910,5.0,20,1,6.0,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3351,39,1,10,4,3352,1,1,4,66960,7.0,11,0,8.0,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3352,27,0,1,3,3353,1,0,1,20580,1.0,14,1,1.0,5,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3353,34,0,12,2,3354,1,0,2,88650,1.0,11,1,1.0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3354,42,0,11,1,3355,1,0,2,59400,7.0,16,0,10.0,2,5,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
3355,33,0,2,3,3356,1,1,1,59140,3.0,16,1,6.0,4,3,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3356,58,0,2,4,3357,1,0,1,26220,2.0,23,0,24.0,3,6,0,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3357,31,0,1,3,3358,1,1,1,121850,3.0,14,0,13.0,2,7,5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
3358,35,0,2,1,3359,1,0,3,106090,1.0,22,0,10.0,3,10,0,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3359,49,0,25,2,3360,1,1,2,43450,4.0,15,0,29.0,3,26,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3360,48,0,1,4,3361,1,0,1,21770,4.0,18,0,13.0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3361,31,0,1,2,3362,1,1,2,27930,1.0,16,0,9.0,4,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3362,36,0,2,4,3363,1,0,1,79180,2.0,12,2,8.0,3,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3363,38,0,6,3,3364,1,0,2,87890,1.0,11,3,15.0,4,15,5,11,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3364,32,0,18,3,3365,1,0,1,23890,6.0,12,1,5.0,4,3,0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3365,25,1,1,2,3366,1,0,1,32120,1.0,15,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3366,40,0,1,4,3367,1,0,2,192320,2.0,14,1,11.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
3367,26,0,11,3,3368,1,0,2,22670,1.0,19,3,7.0,2,7,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
3368,41,0,1,4,3369,1,0,1,195170,2.0,13,0,20.0,5,18,2,17,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3369,36,0,9,3,3370,1,1,2,24360,4.0,13,0,16.0,3,11,3,9,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
3370,19,1,15,3,3371,1,0,2,160640,1.0,15,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3371,20,1,29,3,3372,1,1,3,27070,1.0,11,0,1.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3372,31,0,1,4,3373,1,0,4,190680,0.0,12,0,10.0,1,9,8,5,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
3373,40,0,1,3,3374,1,0,1,39310,8.0,19,0,3.0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3374,32,0,24,3,3375,1,0,4,37300,1.0,25,1,8.0,4,8,6,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3375,36,1,10,3,3376,1,0,3,22320,1.0,12,1,16.0,2,16,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3376,33,0,1,4,3377,1,1,4,44650,0.0,13,0,6.0,3,5,1,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
3377,37,1,10,4,3378,1,1,3,30720,5.0,14,0,17.0,3,14,11,7,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3378,45,0,8,1,3379,1,0,2,33190,1.0,12,1,9.0,3,9,0,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3379,29,0,29,1,3380,1,0,1,192020,1.0,12,0,3.0,5,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3380,35,0,1,3,3381,1,0,3,136750,1.0,15,3,5.0,5,5,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3381,52,0,5,4,3382,1,0,1,29110,2.0,17,2,26.0,3,9,7,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
3382,58,1,9,2,3383,1,1,4,59570,4.0,14,1,7.0,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3383,53,0,9,3,3384,1,0,1,39200,6.0,16,1,22.0,3,17,15,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
3384,30,0,3,4,3385,1,0,1,64340,5.0,14,1,10.0,3,8,7,7,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3385,38,0,4,3,3386,1,0,2,100480,1.0,23,1,6.0,2,5,1,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3386,35,0,1,2,3387,1,1,2,109380,6.0,14,2,12.0,2,10,0,8,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3387,39,0,1,1,3388,1,0,2,23400,0.0,11,1,9.0,2,8,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3388,40,1,2,4,3389,1,0,1,65450,4.0,15,0,22.0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3389,47,0,7,4,3390,1,0,3,69310,1.0,11,0,20.0,3,19,2,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3390,36,0,28,1,3391,1,0,2,48980,4.0,13,1,12.0,3,7,0,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
3391,31,1,28,4,3392,1,0,2,25930,0.0,21,0,4.0,2,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3392,33,0,15,3,3393,1,0,4,194360,1.0,19,2,10.0,4,10,6,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3393,29,1,3,5,3394,1,0,1,27230,6.0,11,1,3.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3394,33,0,2,2,3395,1,0,2,34790,3.0,12,0,5.0,3,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3395,45,0,26,1,3396,1,1,3,27940,3.0,19,1,8.0,2,5,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3396,50,0,10,1,3397,1,1,1,52490,9.0,21,2,32.0,2,5,1,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
3397,33,0,1,3,3398,1,0,2,21760,1.0,14,1,6.0,2,6,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3398,41,0,11,3,3399,1,0,1,168720,2.0,15,1,21.0,2,18,0,11,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
3399,27,0,20,4,3400,1,0,2,34850,9.0,17,2,4.0,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3400,45,0,2,3,3401,1,1,1,66440,1.0,12,0,9.0,3,9,0,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3401,47,0,18,4,3402,1,1,2,55820,1.0,16,0,9.0,3,9,0,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3402,30,1,2,3,3403,1,0,2,40000,4.0,12,0,7.0,5,5,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
3403,50,0,1,3,3404,1,1,2,134960,3.0,18,1,22.0,3,12,1,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3404,38,0,13,3,3405,1,0,1,32100,0.0,17,2,3.0,5,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
3405,46,0,28,3,3406,1,1,3,190450,6.0,11,3,13.0,2,8,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
3406,24,0,28,3,3407,1,1,1,118490,1.0,16,1,5.0,3,4,3,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3407,35,1,24,3,3408,1,0,3,20700,1.0,13,3,5.0,1,4,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
3408,31,0,5,2,3409,1,0,2,65020,1.0,12,0,4.0,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3409,18,0,5,4,3410,1,0,2,32300,1.0,12,1,0.0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
3410,54,0,23,3,3411,1,1,1,136030,8.0,13,1,22.0,2,10,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3411,35,0,6,4,3412,1,1,1,119960,1.0,19,2,16.0,3,16,10,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
3412,30,0,4,3,3413,1,1,5,56050,0.0,12,1,9.0,0,8,1,7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
3413,20,1,2,2,3414,1,1,2,63970,1.0,17,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3414,30,1,8,4,3415,1,0,1,191440,0.0,11,0,4.0,3,3,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3415,26,0,1,3,3416,1,1,2,175840,1.0,20,0,8.0,2,8,1,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3416,22,0,8,3,3417,1,0,2,49070,1.0,21,1,4.0,2,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3417,48,0,2,4,3418,1,0,2,45540,2.0,11,2,19.0,3,2,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3418,48,0,3,3,3419,1,0,1,54150,7.0,11,1,27.0,1,15,4,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3419,41,0,2,3,3420,1,0,2,47410,6.0,16,0,8.0,3,2,2,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
3420,39,0,2,3,3421,1,0,3,21150,1.0,18,0,21.0,3,21,11,8,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
3421,27,0,3,3,3422,1,0,2,31610,0.0,13,2,4.0,0,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
3422,35,0,24,3,3423,1,0,5,57450,1.0,17,3,3.0,4,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3423,42,0,23,4,3424,1,0,1,23730,6.0,14,1,21.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3424,50,0,27,3,3425,1,0,2,33100,4.0,22,1,8.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
3425,59,0,16,4,3426,1,1,5,186650,3.0,12,0,30.0,3,5,4,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
3426,37,1,15,3,3427,1,0,2,44850,5.0,11,1,15.0,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
