,Age,Attrition,DistanceFromHome,Education,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,average_m_rating,MeanWorkingTime
3940,29,0,3,4,1,2,55930,1.0,13,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1.0,3.0,3.0,6.174273127222222
3941,30,0,2,1,0,1,104450,3.0,18,1,10.0,3,7,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,3.0,3.0,3.0,6.6326631477777775
3942,32,0,10,4,1,1,87400,2.0,11,1,12.0,2,7,0,7,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.0,2.0,3.0,3.0,6.081267728333334
3943,38,0,8,2,1,1,25140,3.0,11,0,15.0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,4.0,3.0,2.5,9.05497105611111
3944,43,1,1,4,0,3,76550,9.0,12,1,6.0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,3.0,3.0,3.0,8.291942226388889
3945,42,0,1,3,1,1,174650,8.0,13,1,7.0,3,5,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,2.0,3.0,6.870728420833333
3946,55,0,3,2,1,1,73510,8.0,20,1,34.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,3.0,3.5,7.808613310277778
3947,33,0,14,3,0,1,108200,5.0,12,0,11.0,2,9,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,2.0,2.0,3.0,6.849651406666666
3948,41,0,5,3,0,1,121690,1.0,19,0,5.0,2,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1.0,3.0,3.0,6.4451786125
3949,34,0,7,4,1,1,196260,1.0,21,0,15.0,5,15,0,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4.0,3.0,3.0,3.0,8.250455993055557
3950,53,0,10,4,0,2,20700,4.0,13,2,27.0,2,3,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1.0,3.0,2.0,3.5,8.127079128611111
3951,43,0,16,2,1,1,67820,0.0,16,1,10.0,2,9,1,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2.0,4.0,3.0,3.0,6.088277408333333
3952,34,0,10,2,1,5,77790,5.0,12,1,6.0,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,3.0,3.0,7.799933513333333
3953,21,1,1,2,0,5,27910,1.0,14,0,1.0,3,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2.0,2.0,3.0,3.5,7.713201043333333
3954,38,0,8,2,1,2,32010,1.0,11,1,5.0,3,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,3.0,3.0,2.5,6.6542874575
3955,22,1,1,3,0,4,49680,1.0,14,0,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1.0,3.0,3.0,8.872922209444445
3956,31,0,8,5,0,5,131200,1.0,12,2,13.0,6,12,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.0,3.0,2.5,7.23708466361111
3957,51,0,1,4,1,1,40330,2.0,14,0,15.0,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,3.0,3.0,3.0,6.542867161944444
3958,37,0,24,1,0,2,32910,1.0,16,3,5.0,2,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,2.0,3.0,2.5,8.349278581388889
3959,46,0,3,4,1,1,42720,7.0,13,0,24.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0,4.0,3.0,3.5,10.170663279166666
3960,36,0,27,3,1,4,50560,7.0,12,0,15.0,2,12,5,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4.0,1.0,3.0,2.5,9.2974041
3961,44,1,10,4,0,1,28440,1.0,12,0,6.0,2,5,2,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,3.0,2.0,2.0,3.5,9.3077879375
3962,37,0,19,2,0,2,27030,2.0,14,0,19.0,2,10,4,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,2.0,2.0,3.0,6.278301900277778
3963,35,1,15,4,0,2,19040,1.0,22,1,10.0,4,10,7,7,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,4.0,3.0,3.5,8.568805320833333
3964,33,0,8,5,0,2,82240,6.0,19,0,14.0,3,10,7,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,1.0,3.0,3.0,8.218482738055556
3965,28,0,9,3,1,2,47660,1.0,12,0,5.0,3,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,4.0,3.0,7.417289784444445
3966,39,0,3,4,1,2,26100,7.0,12,0,9.0,2,4,2,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,3.0,3.0,3.0,2.5,6.988281725277778
3967,46,0,9,2,0,2,57310,8.0,17,0,6.0,2,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,2.0,3.0,3.0,6.878961826111111
3968,40,0,2,2,0,1,25390,4.0,12,1,7.0,3,4,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1.0,2.0,3.0,6.703161741944444
3969,42,0,7,4,1,2,57140,5.0,11,0,10.0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,1.0,2.0,3.0,6.569114430277778
3970,35,0,10,1,1,2,43230,2.0,18,3,15.0,3,7,1,7,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2.0,4.0,3.0,3.0,7.201472663888889
3971,38,0,6,4,0,3,73360,5.0,11,0,13.0,3,11,3,8,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.0,2.0,3.0,3.0,7.872153064166667
3972,34,1,2,1,0,1,134990,4.0,23,2,11.0,2,7,0,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,1.0,2.0,4.0,7.953314863055556
3973,37,1,24,3,0,1,137580,1.0,11,1,10.0,5,10,0,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,1.0,1.0,3.0,6.479842422222222
3974,39,0,2,1,0,2,51550,2.0,18,1,7.0,3,2,2,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,4.0,3.0,2.5,6.330084785
3975,43,0,8,5,1,3,22580,4.0,18,0,7.0,2,3,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,3.0,2.0,3.0,7.235633015555556
3976,41,0,3,3,0,3,35970,3.0,13,1,11.0,2,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2.0,2.0,1.0,2.0,7.773703438055556
3977,41,0,1,1,0,3,25150,0.0,18,0,23.0,2,22,13,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0,3.0,4.0,2.5,10.032096604166666
3978,30,0,26,3,1,2,44200,9.0,11,0,9.0,3,7,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1.0,3.0,3.0,3.0,7.149788725555555
3979,26,1,2,1,1,3,65780,0.0,15,2,6.0,3,5,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,2.5,8.757810632777778
3980,46,1,10,3,0,1,44220,4.0,11,1,13.0,2,9,3,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,4.0,3.0,7.975996721666667
3981,40,0,27,2,1,3,102740,4.0,18,0,12.0,3,5,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,4.0,3.0,3.0,6.948853295277778
3982,34,0,2,3,0,2,53430,1.0,14,0,10.0,5,10,4,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,3.0,3.0,2.5,7.462496550833332
3983,58,0,2,4,0,1,23760,4.0,12,1,37.0,3,16,14,14,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2.0,2.0,2.0,3.0,6.4525061316666665
3984,35,0,8,1,1,3,53460,0.0,14,0,6.0,3,5,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,3.0,4.0,2.5,7.384317158333333
3985,47,0,19,5,1,2,28270,8.0,14,1,28.0,3,22,14,10,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,3.0,2.0,3.0,3.0,10.226114670833336
3986,40,0,1,4,0,2,199430,2.0,13,1,15.0,3,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,1.0,3.0,3.0,7.511359218888888
3987,54,0,27,4,0,1,31310,4.0,14,0,14.0,3,7,1,7,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,4.0,4.0,2.0,2.5,6.6744345802777785
3988,31,0,8,4,1,3,25520,2.0,18,0,9.0,2,3,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1.0,1.0,3.0,3.0,7.452438843611111
3989,28,0,1,2,0,3,44770,1.0,15,0,3.0,6,3,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3.0,1.0,3.0,3.0,7.232589441111111
3990,38,0,19,3,1,2,64740,2.0,13,2,20.0,3,4,0,3,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2.0,4.0,2.0,2.0,9.321120358611113
3991,26,0,8,3,1,1,30330,1.0,12,0,5.0,2,5,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3.0,4.0,3.0,2.5,6.6237345508333325
3992,58,0,10,4,1,1,29360,2.0,13,1,23.0,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,3.0,3.0,3.0,9.347953318888887
3993,18,0,2,3,0,3,186060,1.0,24,2,0.0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2.0,3.0,1.0,3.5,7.575417279166666
3994,31,1,2,3,0,3,21680,0.0,14,1,2.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,1.0,3.0,3.0,6.244462791944445
3995,29,1,8,2,0,1,28530,4.0,14,1,4.0,5,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1.0,1.0,3.0,2.5,8.681300827222222
3996,45,0,1,4,0,1,170480,4.0,15,0,10.0,3,8,5,7,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.7236031927023947,3.0,4.0,2.5,6.952933896666667
3997,36,0,2,3,1,5,22900,4.0,11,0,15.0,5,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.0,3.0,3.0,10.575440594166666
3998,43,0,8,3,0,1,36000,1.0,23,0,7.0,2,7,7,7,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1.0,4.0,3.0,3.5,6.802998851111111
3999,27,0,8,4,0,5,21070,0.0,13,0,6.0,2,5,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,2.0,3.0,10.377423696388888
4000,29,0,6,2,0,1,41150,1.0,11,0,11.0,1,11,3,10,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,4.0,4.0,3.0,7.598473966111111
4001,32,0,9,4,0,4,43270,8.0,13,0,4.0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0,4.0,4.0,3.0,7.806578533333334
4002,42,0,11,3,0,1,178560,3.0,18,0,10.0,2,6,3,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3.0,3.0,2.0,3.0,6.591739686388888
4003,47,0,2,2,1,5,31960,4.0,14,1,7.0,3,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2.0,3.0,3.0,2.5,6.435075109166666
4004,46,0,1,3,1,1,190810,3.0,21,0,12.0,2,9,4,7,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.0,4.0,2.0,3.5,7.7034960394444445
4005,28,0,7,3,0,1,89660,1.0,16,1,3.0,3,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,4.0,3.0,2.5,7.527622372777778
4006,29,0,16,3,1,1,22100,8.0,11,1,11.0,4,7,1,6,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4.0,3.0,3.0,3.0,7.78772453
4007,42,0,2,4,1,2,45390,4.0,17,1,8.0,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.0,3.0,3.0,6.765726475
4008,32,1,1,1,0,2,27410,7.0,11,0,7.0,3,2,2,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3.0,2.0,2.0,3.0,10.497319371666666
4009,46,0,23,1,0,2,34910,2.0,14,0,25.0,0,19,2,8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.0,1.0,3.0,3.0,7.988605831111111
4010,27,0,2,3,1,5,45410,1.0,14,2,9.0,4,9,5,8,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,3.0,3.0,3.5,7.069968726666667
4011,29,0,1,2,0,3,26780,1.0,25,1,1.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,2.0,3.0,3.5,8.278778584722222
4012,43,0,1,3,0,1,73790,7.0,13,2,21.0,3,16,6,14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1.0,3.0,3.0,2.5,6.446079946111111
4013,48,0,2,3,1,2,62720,4.0,14,0,29.0,3,22,12,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,4.0,2.0,3.0,2.5,6.679912819444445
4014,29,1,13,2,1,1,52200,1.0,17,0,1.0,3,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,4.0,2.0,2.5,8.27981304861111
4015,46,1,4,4,1,2,27430,5.0,25,1,14.0,1,8,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,2.0,3.0,4.0,8.227266143888889
4016,27,0,16,4,0,3,49980,0.0,20,2,8.0,3,7,7,3,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,4.0,1.0,2.0,3.5,7.525978181666667
4017,39,0,2,3,0,3,102520,8.0,13,1,7.0,3,2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,4.0,4.0,3.0,3.0,6.823372181666667
4018,55,0,2,3,1,1,27810,8.0,13,1,19.0,2,5,0,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,4.0,4.0,3.0,6.260716249444444
4019,28,0,29,2,0,2,68520,1.0,18,1,1.0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2.0,2.0,3.0,3.5,7.051638039444445
4020,30,1,12,4,1,2,49500,1.0,12,2,1.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,4.0,2.0,3.0,7.6986090625
4021,22,1,16,2,1,2,35790,1.0,19,3,1.0,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,4.0,2.0,3.0,3.0,10.436099954722224
4022,36,0,11,3,0,1,131910,1.0,14,1,10.0,2,10,1,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,3.0,3.0,2.5,9.298050272777775
4023,31,0,2,4,1,5,103770,1.0,14,0,10.0,2,10,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2.0,3.0,3.0,3.0,7.312340680277777
4024,34,0,14,2,1,1,22350,2.0,14,1,9.0,2,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3.0,4.0,3.0,3.0,8.279768877222223
4025,29,0,5,5,1,1,105020,3.0,12,0,11.0,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4.0,1.0,3.0,2.5,6.952787478888888
4026,37,0,7,2,0,1,20110,5.0,13,0,16.0,4,5,0,4,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4.0,1.0,3.0,3.5,8.532953193333334
4027,35,0,2,1,0,2,18590,0.0,25,1,4.0,2,3,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4.0,2.0,3.0,3.0,10.22247997138889
4028,45,0,3,3,1,2,37600,0.0,14,1,10.0,2,9,3,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,4.0,2.0,2.5,7.142572430555556
4029,36,0,5,3,1,4,177790,1.0,17,1,10.0,5,10,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2.0,4.0,2.0,2.0,6.545129666944444
4030,40,0,3,3,0,1,68330,2.0,13,0,22.0,3,19,11,16,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1.0,2.728246013667426,3.0,3.0,6.940210740833333
4031,26,0,26,2,0,2,68120,1.0,13,0,1.0,2,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2.0,3.0,2.0,2.5,9.385881904444444
4032,27,0,4,3,0,2,51710,0.0,20,1,9.0,1,8,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.0,3.0,2.0,3.0,7.542852898333333
4033,48,0,2,3,0,2,197400,3.0,14,0,24.0,2,22,4,7,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,4.0,3.0,3.5,7.2285094277777775
4034,44,0,1,2,0,4,187110,2.0,12,1,10.0,0,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2.0,1.0,3.0,3.0,7.241776858055556
4035,34,1,27,2,1,1,36920,1.0,12,1,5.0,5,5,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4.0,1.0,3.0,3.0,9.74598304611111
4036,56,1,1,2,1,5,25590,1.0,21,0,5.0,3,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,4.0,3.0,3.5,6.6679492202777775
4037,36,0,13,3,1,3,25170,2.0,14,0,12.0,3,4,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3.0,2.0,1.0,3.0,7.30375595
4038,41,0,5,3,1,1,66230,5.0,18,0,14.0,3,5,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,2.0,3.0,3.0,6.3735326019444445
4039,42,0,7,3,1,2,182650,9.0,12,1,18.0,4,13,5,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3.0,1.0,4.0,3.0,7.585161353333333
4040,31,0,9,4,1,1,161240,2.0,23,1,8.0,2,5,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,4.0,3.0,3.0,8.315855556666666
4041,34,0,8,1,1,3,25850,3.0,12,0,9.0,5,4,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4.0,4.0,2.0,3.0,9.030062625
4042,31,0,25,2,1,3,182130,8.0,21,2,4.0,3,2,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.0,3.0,2.0,4.0,6.834975206666667
4043,26,0,16,2,0,2,83800,0.0,14,0,8.0,3,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3.0,4.0,3.0,3.5,6.5074036925
4044,45,0,8,4,1,2,29940,4.0,18,1,12.0,2,4,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0,3.0,3.0,3.0,7.667555314722222
4045,33,0,1,3,1,5,12230,1.0,13,1,10.0,3,10,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2.0,3.0,2.0,3.0,6.566668249166667
4046,28,0,8,3,0,4,11180,1.0,11,0,7.0,3,7,0,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,4.0,3.0,3.0,10.815424643888887
4047,29,1,2,4,0,2,28750,1.0,11,0,1.0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3.0,1.0,3.0,3.0,7.016728731944444
4048,39,0,8,5,1,2,188240,6.0,19,1,10.0,4,3,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1.0,3.0,3.0,3.0,6.260042351388889
4049,27,0,3,2,0,2,135770,1.0,12,1,6.0,2,5,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,2.0,2.0,2.0,3.0,7.132618104722223
4050,34,0,9,4,1,2,26250,1.0,12,3,16.0,4,15,6,11,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,3.0,4.0,3.0,3.0,8.648514671111112
4051,28,1,25,3,0,1,187890,3.0,16,1,6.0,4,2,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,3.0,3.0,3.0,9.175550207222225
4052,47,0,1,4,0,1,45380,8.0,11,0,16.0,3,8,1,7,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3.0,2.0,4.0,3.0,6.030395208055556
4053,56,0,4,3,1,2,198470,4.0,14,0,6.0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4.0,1.0,3.0,3.0,8.038107838333334
4054,39,0,1,3,1,1,105120,1.0,12,1,10.0,2,10,7,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,3.0,3.0,7.193265230000001
4055,38,0,4,2,1,1,44440,1.0,13,0,20.0,2,20,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,4.0,2.0,3.0,3.0,10.800432749722225
4056,58,0,5,3,0,5,21540,4.0,21,1,29.0,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4.0,4.0,2.0,3.5,9.657818467777776
4057,32,1,9,3,0,2,191900,3.0,17,1,8.0,2,4,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.0,3.0,3.0,3.0,10.089611274722223
4058,38,0,3,4,1,1,44900,2.0,21,1,10.0,1,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,4.0,4.0,3.5,7.736865620833333
4059,49,0,11,4,0,2,35060,3.0,11,1,28.0,4,5,4,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2.0,4.0,3.0,2.5,6.692949818611111
4060,42,0,1,3,1,1,23720,3.0,12,1,14.0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2.0,4.0,3.0,3.0,8.853911084166667
4061,27,1,8,1,0,4,102310,1.0,13,1,1.0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.0,2.0,3.0,3.0,6.386141879166667
4062,35,0,25,1,0,1,54100,0.0,18,0,6.0,4,5,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2.0,1.0,1.0,3.0,6.583865017222222
4063,28,0,21,1,0,3,79780,1.0,16,2,5.0,2,5,1,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,3.0,2.0,3.0,6.802310438888888
4064,31,0,23,1,0,1,38670,1.0,11,1,4.0,4,4,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0,1.0,4.0,3.5,9.8662271775
4065,36,0,1,3,0,2,28380,1.0,19,2,5.0,5,5,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1.0,2.0,3.0,2.0,7.212740265277778
4066,34,0,2,3,0,4,46950,1.0,16,1,14.0,2,14,2,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.0,4.0,2.0,3.0,6.307183683611111
4067,34,0,19,3,1,1,33390,1.0,16,0,9.0,2,8,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,3.0,2.0,2.5,6.795826326388888
4068,26,0,2,2,0,2,20800,0.0,13,0,8.0,6,7,7,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3.0,1.0,2.0,3.5,6.764343433333334
4069,29,0,2,4,0,2,20960,0.0,22,0,6.0,2,5,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.0,1.0,2.0,4.0,7.576496805833334
4070,32,0,3,1,0,3,62090,5.0,17,1,9.0,5,5,1,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,4.0,3.0,3.5,6.8125616325
4071,31,0,25,5,1,2,180610,1.0,14,1,10.0,2,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1.0,3.0,3.0,6.789366827777778
4072,28,1,7,5,1,2,171230,5.0,15,1,6.0,2,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3.0,4.0,2.0,2.5,6.564661421944444
4073,38,0,9,2,0,3,23720,4.0,12,0,20.0,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,1.0,2.0,2.5,7.797902321666667
4074,35,0,5,3,0,2,48830,1.0,18,1,10.0,1,10,0,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3.0,4.0,3.0,2.0,8.761065147222222
4075,27,0,2,3,1,1,39040,1.0,15,0,7.0,2,7,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4.0,4.0,3.0,3.0,8.180566969444444
4076,32,0,8,1,1,2,46270,8.0,17,1,8.0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,4.0,3.0,2.5,7.141407606388889
4077,31,1,2,1,0,3,70940,1.0,14,1,10.0,2,10,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1.0,4.0,3.0,3.0,10.344815482777776
